303,2
303,4
303,10
309,4
309,6
314,2
314,5
314,9
315,9
327,1
327,9
330,10
333,6
339,2
340,4
348,10
361,2
361,3
380,5
380,7
380,10
387,4
403,3
409,5
409,6
423,1
429,3
429,8
431,2
432,5
463,5
478,6
478,10
481,1
488,8
493,4
506,5
506,7
508,5
508,8
509,5
522,3
530,7
533,1
535,6
538,3
540,2
541,10
542,9
549,5
550,7
561,10
563,1
563,7
563,9
572,5
572,7
577,2
577,8
577,10
579,3
581,9
582,5
584,9
585,2
591,3
591,5
593,7
598,7
601,1
601,5
601,9
609,10
623,2
623,8
627,8
627,9
629,4
636,2
651,2
651,8
657,1
657,3
673,10
679,5
679,6
680,1
683,6
684,4
684,10
687,8
697,10
698,7
698,10
702,8
704,3
710,4
714,4
719,3
719,5
720,3
720,7
725,2
736,3
736,5
736,9
739,2
739,6
739,9
748,6
750,2
750,5
757,6
759,1
770,9
773,10
792,4
792,8
796,1
796,9
812,1
816,1
816,2
816,3
826,5
836,3
837,1
842,5
843,2
851,2
867,3
867,7
867,8
872,6
872,9
875,5
886,5
927,4
927,8
935,6
935,9
937,5
945,2
945,5
945,7
947,2
947,10
948,8
954,4
954,6
954,9
956,8
962,2
967,3
970,4
970,9
975,1
975,8
977,5
977,7
982,5
1001,6
1032,9
1052,6
1062,3
1062,7
1078,5
1080,7
1085,2
1088,9
1115,1
1124,3
1134,9
1137,4
1159,9
1163,8
1165,1
1165,8
1168,4
1171,1
1171,10
1174,8
1176,5
1178,9
1182,4
1192,2
1192,5
1192,6
1196,6
1196,8
1199,2
1199,7
1200,1
1200,7
1200,9
1203,6
1215,4
1215,10
1221,2
1234,6
1234,9
1238,4
1239,8
1243,9
1253,4
1254,8
1254,10
1264,2
1264,8
1269,5
1269,7
1269,10
1275,10
1278,1
1278,10
1281,3
1287,8
1296,9
1301,9
1301,10
1303,7
1303,9
1304,1
1309,2
1309,6
1311,1
1316,6
1319,8
1319,9
1324,3
1324,10
1329,5
1330,2
1330,5
1369,4
1369,9
1373,6
1377,5
1379,4
1379,5
1382,5
1384,5
1384,9
1385,2
1385,3
1386,8
1387,2
1387,3
1388,3
1393,6
1393,9
1393,10
1394,1
1397,5
1397,7
1406,7
1416,2
1416,6
1427,1
1434,7
1434,10
1439,7
1440,1
1441,3
1455,4
1468,9
1469,6
1486,7
1486,8
1486,9
1501,7
1503,2
1503,6
1516,5
1516,8
1523,2
1523,8
1527,2
1527,8
1529,6
1540,8
1560,2
1560,5
1577,8
1585,9
1587,3
1589,2
1593,4
1596,2
1596,4
1628,4
1628,10
1629,1
1654,5
1654,9
1654,10
1667,7
1679,7
1685,8
1685,9
1690,6
1690,9
1694,2
1694,5
1705,2
1709,4
1730,3
1752,10
1756,2
1756,7
1771,6
1771,8
1782,2
1782,7
1783,1
1783,7
1787,2
1787,4
1795,9
1814,7
1814,9
1817,3
1830,6
1830,7
1830,8
1832,2
1851,8
1853,4
1853,5
1855,1
1857,4
1864,4
1877,5
1877,9
1900,5
1900,10
1921,8
1922,3
1922,5
1922,9
1935,3
1935,7
1935,8
1936,2
1936,9
1943,7
1944,6
1950,7
1954,1
1954,5
1965,7
1968,4
1968,7
1984,2
1984,8
2018,2
2018,4
2018,8
2019,10
2029,4
2029,5
2030,3
2030,8
2032,6
2033,2
2033,5
2034,5
2034,10
2035,2
2052,7
2055,1
2055,10
2066,1
2066,3
2066,8
2081,3
2081,4
2095,2
2110,3
2110,10
2116,4
2116,10
2138,2
2138,8
2140,9
2150,5
2150,7
2158,2
2159,10
2164,1
2164,5
2164,8
2173,4
2173,6
2178,6
2180,4
2180,10
2182,4
2194,5
2195,10
2213,8
2218,4
2237,6
2238,6
2247,10
2253,1
2253,8
2272,6
2289,5
2289,7
2290,2
2290,4
2291,4
2291,5
2294,3
2302,7
2302,8
2322,5
2322,8
2322,9
2345,1
2345,3
2345,4
2351,5
2360,6
2360,9
2370,4
2371,7
2373,2
2373,7
2380,1
2381,8
2388,9
2406,3
2406,4
2406,8
2420,6
2420,7
2442,3
2462,10
2467,2
2468,8
2468,10
2473,10
2476,2
2476,4
2476,8
2482,3
2488,7
2497,4
2497,10
2500,7
2503,1
2508,2
2508,4
2508,10
2509,1
2509,5
2509,10
2510,1
2515,5
2515,8
2521,7
2521,9
2526,4
2533,5
2534,3
2534,4
2534,9
2552,2
2552,8
2552,10
2555,10
2560,1
2560,2
2562,10
2567,4
2569,1
2569,8
2572,3
2572,6
2577,7
2582,3
2582,8
2598,8
2599,7
2599,9
2600,7
2600,9
2600,10
2607,2
2616,6
2624,1
2624,6
2634,4
2639,8
2639,10
2661,8
2661,9
2665,9
2672,6
2673,4
2689,5
2691,7
2693,2
2693,6
2695,2
2695,10
2710,10
2711,5
2714,10
2719,6
2719,7
2729,8
2741,7
2743,5
2754,7
2766,5
2769,3
2773,3
2774,5
2785,7
2794,8
2795,8
2796,10
2809,4
2809,9
2814,1
2817,4
2834,1
2836,2
2836,6
2838,9
2838,10
2844,2
2844,10
2852,5
2852,10
2867,7
2871,7
2875,4
2879,8
2889,1
2889,10
2901,1
2901,7
2901,8
2904,4
2904,5
2920,3
2932,5
2932,8
2950,5
2953,2
2953,7
2953,10
2956,3
2956,6
2961,5
2961,9
2962,5
2966,1
2966,5
2967,4
2968,5
2968,10
2975,8
2979,1
2989,1
2989,6
2989,10
2994,3
2994,5
2999,2
