1,7
7,7
8,7
9,7
10,7
14,7
15,7
16,3
17,2
17,3
18,2
18,3
19,2
19,3
20,2
20,3
20,4
20,8
21,2
21,3
21,4
22,2
22,3
22,4
22,7
23,2
23,3
23,4
24,2
24,3
24,4
25,2
25,3
25,4
25,7
26,2
26,3
27,2
27,3
27,6
28,2
28,3
28,6
28,7
29,2
29,3
29,4
29,7
30,2
30,3
30,4
30,8
31,2
31,3
32,2
32,3
32,4
32,7
33,2
33,3
33,4
33,8
34,3
34,6
34,8
35,3
35,6
35,8
36,3
36,4
36,6
36,8
37,3
37,6
37,8
38,3
38,6
38,8
39,3
39,6
39,8
40,3
40,6
40,8
41,3
41,6
41,8
42,3
42,6
42,8
43,5
43,8
44,5
45,5
46,5
47,5
47,8
48,5
49,5
50,5
51,5
51,8
52,5
52,8
53,1
53,6
54,1
54,6
55,1
55,6
56,1
56,6
57,1
57,6
58,1
58,6
59,1
59,6
60,1
60,6
61,1
61,6
62,1
62,6
63,1
63,6
64,1
64,6
65,1
65,6
66,1
66,6
67,1
67,6
68,1
68,6
69,1
69,6
