307,1
307,2
322,2
322,6
332,2
332,6
368,1
375,3
377,1
377,8
378,1
386,2
410,4
410,7
416,8
455,1
455,2
455,8
457,6
461,5
469,1
474,6
479,1
479,2
479,4
487,2
487,6
496,1
496,3
514,3
514,4
514,8
515,4
519,6
525,3
531,2
531,7
534,6
554,8
558,3
558,4
558,6
570,3
580,8
596,2
596,7
604,4
609,5
613,8
615,1
617,4
619,3
623,4
625,8
634,2
635,6
644,4
646,3
648,7
648,8
661,3
670,2
670,8
676,1
676,5
676,6
683,5
683,6
688,4
706,7
715,8
721,7
722,5
724,4
734,1
734,8
755,1
755,6
756,1
756,8
768,2
768,4
768,7
772,4
772,6
792,3
792,6
800,7
811,8
824,5
829,6
830,4
830,6
830,8
837,3
863,5
863,7
863,8
864,6
867,2
867,6
869,6
880,2
880,5
880,8
889,2
899,3
899,7
900,2
900,5
904,4
905,2
905,3
913,1
913,7
913,8
916,3
916,6
918,4
919,3
919,7
919,8
927,5
927,7
932,1
932,4
935,2
951,7
951,8
957,3
964,1
965,1
979,2
989,2
989,3
1004,7
1007,2
1007,4
1011,1
1011,7
1011,8
1020,3
1020,7
1026,7
1039,2
1039,4
1041,1
1041,2
1072,7
1087,4
1095,1
1095,5
1095,7
1109,6
1109,7
1118,5
1138,1
1138,8
1166,1
1166,3
1178,8
1184,2
1204,6
1208,4
1208,6
1210,1
1210,4
1220,8
1228,2
1228,5
1243,3
1259,4
1266,2
1266,4
1266,8
1268,5
1273,4
1273,7
1273,8
1274,5
1277,2
1277,3
1277,7
1280,7
1286,4
1291,8
1297,6
1297,8
1315,5
1325,3
1333,1
1347,1
1349,2
1349,3
1418,1
1418,5
1426,8
1455,2
1459,2
1459,3
1459,4
1461,1
1461,4
1461,7
1464,2
1464,5
1464,6
1468,7
1476,7
1481,7
1486,3
1486,4
1494,5
1494,8
1512,2
1512,3
1534,5
1535,1
1541,1
1541,8
1564,2
1566,3
1566,5
1568,4
1569,6
1571,4
1571,7
1572,5
1583,3
1583,5
1583,7
1595,2
1595,7
1606,2
1606,6
1617,4
1624,2
1631,3
1644,1
1646,7
1651,8
1665,3
1665,5
1666,1
1666,5
1666,7
1671,3
1674,1
1674,3
1680,7
1680,8
1686,1
1686,2
1686,5
1691,6
1700,4
1700,6
1707,5
1707,8
1732,3
1732,8
1733,4
1739,6
1742,6
1742,7
1746,1
1746,7
1751,4
1751,5
1783,8
1786,5
1791,3
1793,3
1793,7
1807,4
1811,6
1811,7
1821,6
1828,5
1832,2
1832,4
1832,6
1836,6
1843,3
1844,6
1844,8
1858,5
1865,1
1875,8
1882,4
1882,5
1884,1
1887,2
1887,8
1906,5
1906,6
1919,3
1919,7
1922,4
1924,1
1927,4
1927,6
1941,3
1941,6
1957,1
1960,5
1975,5
1983,3
2000,4
2000,8
2011,2
2015,4
2020,5
2020,7
2034,8
2035,4
2059,4
2061,3
2061,6
2064,7
2085,2
2087,3
2087,7
2089,2
2089,8
2092,2
2093,1
2094,4
2094,6
2100,4
2100,6
2102,2
2102,6
2102,7
2105,1
2112,2
2120,3
2138,8
2139,4
2139,6
2141,7
2143,5
2143,6
2146,1
2146,6
2148,1
2152,5
2152,7
2173,4
2184,3
2184,7
2185,4
2185,5
2192,8
2196,4
2196,5
2201,8
2221,5
2222,6
2236,4
2249,8
2269,5
2269,7
2292,7
2292,8
2294,1
2294,5
2294,6
2324,3
2324,4
2338,6
2348,2
2348,6
2350,6
2354,3
2357,4
2360,1
2367,6
2377,3
2377,5
2377,8
2379,1
2380,4
2383,2
2389,3
2389,7
2391,7
2403,3
2403,4
2411,5
2411,6
2414,5
2442,5
2447,3
2447,7
2457,5
2457,6
2457,8
2459,2
2461,1
2462,8
2474,2
2474,6
2482,1
2482,7
2488,1
2488,3
2496,8
2511,1
2511,8
2548,4
2571,5
2571,7
2572,5
2572,7
2572,8
2586,3
2586,5
2589,6
2590,2
2610,3
2613,6
2637,1
2637,2
2637,6
2642,4
2642,6
2649,3
2649,6
2656,1
2656,2
2656,5
2659,1
2659,8
2674,6
2678,3
2678,6
2687,3
2687,4
2687,6
2713,5
2723,1
2730,7
2734,2
2734,4
2734,6
2738,2
2738,4
2745,1
2745,4
2745,8
2747,8
2749,2
2749,4
2755,6
2755,8
2768,5
2769,1
2769,4
2769,7
2777,6
2779,2
2794,3
2798,7
2801,1
2801,6
2819,1
2819,2
2819,6
2820,3
2820,8
2821,2
2821,4
2821,8
2832,2
2832,3
2832,7
2852,7
2859,8
2870,7
2873,2
2885,1
2885,8
2887,2
2887,7
2887,8
2889,2
2889,4
2894,2
2894,8
2903,8
2918,7
2923,3
2923,8
2927,3
2934,2
2936,4
2941,6
2944,3
2944,4
2944,5
2947,5
2952,8
2963,4
2970,8
2985,6
2985,8
2988,2
2988,6
2990,2
2990,3
2990,4
